image_path,mask_path,n_mask_pixel,uid,pixel_percentage
/data/jimmy15923/cg_kidney_seg/train/S2016-33151_4_10/image/S2016-33151_4_10_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-33151_4_10/mask/S2016-33151_4_10_mask.jpg,15928,S2016-33151_4_10,1.5928
/data/jimmy15923/cg_kidney_seg/train/S2016-20501_3_4/image/S2016-20501_3_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-20501_3_4/mask/S2016-20501_3_4_mask.jpg,51035,S2016-20501_3_4,5.1035
/data/jimmy15923/cg_kidney_seg/train/S2016-35909_4_7/image/S2016-35909_4_7_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-35909_4_7/mask/S2016-35909_4_7_mask.jpg,59797,S2016-35909_4_7,5.9797
/data/jimmy15923/cg_kidney_seg/train/S2016-26432_8_1/image/S2016-26432_8_1_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-26432_8_1/mask/S2016-26432_8_1_mask.jpg,35232,S2016-26432_8_1,3.5232
/data/jimmy15923/cg_kidney_seg/train/S2016-23877_5_7/image/S2016-23877_5_7_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-23877_5_7/mask/S2016-23877_5_7_mask.jpg,8443,S2016-23877_5_7,0.8443
/data/jimmy15923/cg_kidney_seg/train/S2016-25390_2_7/image/S2016-25390_2_7_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-25390_2_7/mask/S2016-25390_2_7_mask.jpg,27934,S2016-25390_2_7,2.7934
/data/jimmy15923/cg_kidney_seg/train/S2016-37129_4_8/image/S2016-37129_4_8_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-37129_4_8/mask/S2016-37129_4_8_mask.jpg,9150,S2016-37129_4_8,0.915
/data/jimmy15923/cg_kidney_seg/train/S2016-13291_1_5/image/S2016-13291_1_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-13291_1_5/mask/S2016-13291_1_5_mask.jpg,15892,S2016-13291_1_5,1.5892
/data/jimmy15923/cg_kidney_seg/train/S2016-4874_3_1/image/S2016-4874_3_1_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-4874_3_1/mask/S2016-4874_3_1_mask.jpg,1612,S2016-4874_3_1,0.1612
/data/jimmy15923/cg_kidney_seg/train/S2016-37129_6_7/image/S2016-37129_6_7_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-37129_6_7/mask/S2016-37129_6_7_mask.jpg,74150,S2016-37129_6_7,7.415
/data/jimmy15923/cg_kidney_seg/train/S2016-4874_3_5/image/S2016-4874_3_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-4874_3_5/mask/S2016-4874_3_5_mask.jpg,23216,S2016-4874_3_5,2.3216
/data/jimmy15923/cg_kidney_seg/train/S2016-25390_5_2/image/S2016-25390_5_2_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-25390_5_2/mask/S2016-25390_5_2_mask.jpg,28767,S2016-25390_5_2,2.8767
/data/jimmy15923/cg_kidney_seg/train/S2016-507_4_6/image/S2016-507_4_6_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-507_4_6/mask/S2016-507_4_6_mask.jpg,24414,S2016-507_4_6,2.4414
/data/jimmy15923/cg_kidney_seg/train/S2016-25390_3_5/image/S2016-25390_3_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-25390_3_5/mask/S2016-25390_3_5_mask.jpg,12853,S2016-25390_3_5,1.2853
/data/jimmy15923/cg_kidney_seg/train/S2016-19632_6_2/image/S2016-19632_6_2_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-19632_6_2/mask/S2016-19632_6_2_mask.jpg,14679,S2016-19632_6_2,1.4679
/data/jimmy15923/cg_kidney_seg/train/S2016-23877_5_6/image/S2016-23877_5_6_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-23877_5_6/mask/S2016-23877_5_6_mask.jpg,50958,S2016-23877_5_6,5.0958
/data/jimmy15923/cg_kidney_seg/train/S2016-40624_2_4/image/S2016-40624_2_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-40624_2_4/mask/S2016-40624_2_4_mask.jpg,4129,S2016-40624_2_4,0.4129
/data/jimmy15923/cg_kidney_seg/train/S2016-15368_4_6/image/S2016-15368_4_6_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-15368_4_6/mask/S2016-15368_4_6_mask.jpg,4452,S2016-15368_4_6,0.4452
/data/jimmy15923/cg_kidney_seg/train/S2016-25390_2_4/image/S2016-25390_2_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-25390_2_4/mask/S2016-25390_2_4_mask.jpg,26018,S2016-25390_2_4,2.6018
/data/jimmy15923/cg_kidney_seg/train/S2016-13595_6_15/image/S2016-13595_6_15_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-13595_6_15/mask/S2016-13595_6_15_mask.jpg,1784,S2016-13595_6_15,0.1784
/data/jimmy15923/cg_kidney_seg/train/S2016-26612_5_1/image/S2016-26612_5_1_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-26612_5_1/mask/S2016-26612_5_1_mask.jpg,1744,S2016-26612_5_1,0.1744
/data/jimmy15923/cg_kidney_seg/train/S2016-14721_6_3/image/S2016-14721_6_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-14721_6_3/mask/S2016-14721_6_3_mask.jpg,24706,S2016-14721_6_3,2.4706
/data/jimmy15923/cg_kidney_seg/train/S2016-13680_4_3/image/S2016-13680_4_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-13680_4_3/mask/S2016-13680_4_3_mask.jpg,53634,S2016-13680_4_3,5.3634
/data/jimmy15923/cg_kidney_seg/train/S2016-31448_3_3/image/S2016-31448_3_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-31448_3_3/mask/S2016-31448_3_3_mask.jpg,27843,S2016-31448_3_3,2.7843
/data/jimmy15923/cg_kidney_seg/train/S2016-6007_3_6/image/S2016-6007_3_6_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-6007_3_6/mask/S2016-6007_3_6_mask.jpg,42047,S2016-6007_3_6,4.2047
/data/jimmy15923/cg_kidney_seg/train/S2016-15368_5_6/image/S2016-15368_5_6_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-15368_5_6/mask/S2016-15368_5_6_mask.jpg,6499,S2016-15368_5_6,0.6499
/data/jimmy15923/cg_kidney_seg/train/S2016-8307_3_4/image/S2016-8307_3_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-8307_3_4/mask/S2016-8307_3_4_mask.jpg,10184,S2016-8307_3_4,1.0184
/data/jimmy15923/cg_kidney_seg/train/S2016-42009_4_5/image/S2016-42009_4_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-42009_4_5/mask/S2016-42009_4_5_mask.jpg,17183,S2016-42009_4_5,1.7183
/data/jimmy15923/cg_kidney_seg/train/S2016-4354X_2_2/image/S2016-4354X_2_2_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-4354X_2_2/mask/S2016-4354X_2_2_mask.jpg,18349,S2016-4354X_2_2,1.8349
/data/jimmy15923/cg_kidney_seg/train/S2016-20499_7_7/image/S2016-20499_7_7_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-20499_7_7/mask/S2016-20499_7_7_mask.jpg,64878,S2016-20499_7_7,6.4878
/data/jimmy15923/cg_kidney_seg/train/S2016-6606_9_3/image/S2016-6606_9_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-6606_9_3/mask/S2016-6606_9_3_mask.jpg,21094,S2016-6606_9_3,2.1094
/data/jimmy15923/cg_kidney_seg/train/S2016-23877_5_9/image/S2016-23877_5_9_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-23877_5_9/mask/S2016-23877_5_9_mask.jpg,67451,S2016-23877_5_9,6.7451
/data/jimmy15923/cg_kidney_seg/train/S2016-20501_5_2/image/S2016-20501_5_2_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-20501_5_2/mask/S2016-20501_5_2_mask.jpg,13536,S2016-20501_5_2,1.3536
/data/jimmy15923/cg_kidney_seg/train/S2016-20500_5_3/image/S2016-20500_5_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-20500_5_3/mask/S2016-20500_5_3_mask.jpg,3498,S2016-20500_5_3,0.3498
/data/jimmy15923/cg_kidney_seg/train/S2016-31955_5_8/image/S2016-31955_5_8_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-31955_5_8/mask/S2016-31955_5_8_mask.jpg,66803,S2016-31955_5_8,6.6803
/data/jimmy15923/cg_kidney_seg/train/S2016-8068_3_4/image/S2016-8068_3_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-8068_3_4/mask/S2016-8068_3_4_mask.jpg,38306,S2016-8068_3_4,3.8306
/data/jimmy15923/cg_kidney_seg/train/S2016-31955_3_9/image/S2016-31955_3_9_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-31955_3_9/mask/S2016-31955_3_9_mask.jpg,121899,S2016-31955_3_9,12.1899
/data/jimmy15923/cg_kidney_seg/train/S2016-13595_7_1/image/S2016-13595_7_1_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-13595_7_1/mask/S2016-13595_7_1_mask.jpg,7719,S2016-13595_7_1,0.7719
/data/jimmy15923/cg_kidney_seg/train/S2016-40624_2_3/image/S2016-40624_2_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-40624_2_3/mask/S2016-40624_2_3_mask.jpg,30243,S2016-40624_2_3,3.0243
/data/jimmy15923/cg_kidney_seg/train/S2016-32406_2_7/image/S2016-32406_2_7_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-32406_2_7/mask/S2016-32406_2_7_mask.jpg,2074,S2016-32406_2_7,0.2074
/data/jimmy15923/cg_kidney_seg/train/S2016-11240_6_3/image/S2016-11240_6_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-11240_6_3/mask/S2016-11240_6_3_mask.jpg,30936,S2016-11240_6_3,3.0936
/data/jimmy15923/cg_kidney_seg/train/S2016-978_6_3/image/S2016-978_6_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-978_6_3/mask/S2016-978_6_3_mask.jpg,57333,S2016-978_6_3,5.7333
/data/jimmy15923/cg_kidney_seg/train/S2016-32406_4_10/image/S2016-32406_4_10_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-32406_4_10/mask/S2016-32406_4_10_mask.jpg,16356,S2016-32406_4_10,1.6356
/data/jimmy15923/cg_kidney_seg/train/S2016-507_6_9/image/S2016-507_6_9_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-507_6_9/mask/S2016-507_6_9_mask.jpg,15061,S2016-507_6_9,1.5061
/data/jimmy15923/cg_kidney_seg/train/S2016-26926_3_4/image/S2016-26926_3_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-26926_3_4/mask/S2016-26926_3_4_mask.jpg,30666,S2016-26926_3_4,3.0666
/data/jimmy15923/cg_kidney_seg/train/S2016-30816_7_4/image/S2016-30816_7_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-30816_7_4/mask/S2016-30816_7_4_mask.jpg,50706,S2016-30816_7_4,5.0706
/data/jimmy15923/cg_kidney_seg/train/S2016-18471_4_2/image/S2016-18471_4_2_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-18471_4_2/mask/S2016-18471_4_2_mask.jpg,11049,S2016-18471_4_2,1.1049
/data/jimmy15923/cg_kidney_seg/train/S2016-38399_5_4/image/S2016-38399_5_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-38399_5_4/mask/S2016-38399_5_4_mask.jpg,46423,S2016-38399_5_4,4.6423
/data/jimmy15923/cg_kidney_seg/train/S2016-36363_9_2/image/S2016-36363_9_2_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-36363_9_2/mask/S2016-36363_9_2_mask.jpg,22896,S2016-36363_9_2,2.2896
/data/jimmy15923/cg_kidney_seg/train/S2016-10162_5_4/image/S2016-10162_5_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-10162_5_4/mask/S2016-10162_5_4_mask.jpg,15676,S2016-10162_5_4,1.5676
/data/jimmy15923/cg_kidney_seg/train/S2016-42161_4_5/image/S2016-42161_4_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-42161_4_5/mask/S2016-42161_4_5_mask.jpg,26161,S2016-42161_4_5,2.6161
/data/jimmy15923/cg_kidney_seg/train/S2016-16235_6_3/image/S2016-16235_6_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-16235_6_3/mask/S2016-16235_6_3_mask.jpg,4171,S2016-16235_6_3,0.4171
/data/jimmy15923/cg_kidney_seg/train/S2016-26612_3_4/image/S2016-26612_3_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-26612_3_4/mask/S2016-26612_3_4_mask.jpg,37521,S2016-26612_3_4,3.7521
/data/jimmy15923/cg_kidney_seg/train/S2016-40624_3_4/image/S2016-40624_3_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-40624_3_4/mask/S2016-40624_3_4_mask.jpg,45328,S2016-40624_3_4,4.5328
/data/jimmy15923/cg_kidney_seg/train/S2016-30816_2_4/image/S2016-30816_2_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-30816_2_4/mask/S2016-30816_2_4_mask.jpg,54277,S2016-30816_2_4,5.4277
/data/jimmy15923/cg_kidney_seg/train/S2016-507_8_3/image/S2016-507_8_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-507_8_3/mask/S2016-507_8_3_mask.jpg,32380,S2016-507_8_3,3.238
/data/jimmy15923/cg_kidney_seg/train/S2016-13595_6_10/image/S2016-13595_6_10_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-13595_6_10/mask/S2016-13595_6_10_mask.jpg,35417,S2016-13595_6_10,3.5417
/data/jimmy15923/cg_kidney_seg/train/S2016-11240_5_3/image/S2016-11240_5_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-11240_5_3/mask/S2016-11240_5_3_mask.jpg,23379,S2016-11240_5_3,2.3379
/data/jimmy15923/cg_kidney_seg/train/S2016-726_6_9/image/S2016-726_6_9_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-726_6_9/mask/S2016-726_6_9_mask.jpg,3120,S2016-726_6_9,0.312
/data/jimmy15923/cg_kidney_seg/train/S2016-15368_4_7/image/S2016-15368_4_7_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-15368_4_7/mask/S2016-15368_4_7_mask.jpg,8803,S2016-15368_4_7,0.8803
/data/jimmy15923/cg_kidney_seg/train/S2016-6606_9_5/image/S2016-6606_9_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-6606_9_5/mask/S2016-6606_9_5_mask.jpg,86630,S2016-6606_9_5,8.663
/data/jimmy15923/cg_kidney_seg/train/S2016-2803_3_4/image/S2016-2803_3_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-2803_3_4/mask/S2016-2803_3_4_mask.jpg,16768,S2016-2803_3_4,1.6768
/data/jimmy15923/cg_kidney_seg/train/S2016-726_5_8/image/S2016-726_5_8_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-726_5_8/mask/S2016-726_5_8_mask.jpg,28077,S2016-726_5_8,2.8077
/data/jimmy15923/cg_kidney_seg/train/S2016-3653_6_6/image/S2016-3653_6_6_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-3653_6_6/mask/S2016-3653_6_6_mask.jpg,27209,S2016-3653_6_6,2.7209
/data/jimmy15923/cg_kidney_seg/train/S2016-11240_5_4/image/S2016-11240_5_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-11240_5_4/mask/S2016-11240_5_4_mask.jpg,10572,S2016-11240_5_4,1.0572
/data/jimmy15923/cg_kidney_seg/train/S2016-30816_2_2/image/S2016-30816_2_2_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-30816_2_2/mask/S2016-30816_2_2_mask.jpg,10811,S2016-30816_2_2,1.0811
/data/jimmy15923/cg_kidney_seg/train/S2016-40710_2_3/image/S2016-40710_2_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-40710_2_3/mask/S2016-40710_2_3_mask.jpg,15697,S2016-40710_2_3,1.5697
/data/jimmy15923/cg_kidney_seg/train/S2016-38950_6_9/image/S2016-38950_6_9_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-38950_6_9/mask/S2016-38950_6_9_mask.jpg,78,S2016-38950_6_9,0.0078
/data/jimmy15923/cg_kidney_seg/train/S2016-37129_7_16/image/S2016-37129_7_16_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-37129_7_16/mask/S2016-37129_7_16_mask.jpg,18828,S2016-37129_7_16,1.8828
/data/jimmy15923/cg_kidney_seg/train/S2016-15757_5_1/image/S2016-15757_5_1_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-15757_5_1/mask/S2016-15757_5_1_mask.jpg,59299,S2016-15757_5_1,5.9299
/data/jimmy15923/cg_kidney_seg/train/S2016-18471_4_5/image/S2016-18471_4_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-18471_4_5/mask/S2016-18471_4_5_mask.jpg,69200,S2016-18471_4_5,6.92
/data/jimmy15923/cg_kidney_seg/train/S2016-39097_4_5/image/S2016-39097_4_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-39097_4_5/mask/S2016-39097_4_5_mask.jpg,34615,S2016-39097_4_5,3.4615
/data/jimmy15923/cg_kidney_seg/train/S2016-19625_6_1/image/S2016-19625_6_1_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-19625_6_1/mask/S2016-19625_6_1_mask.jpg,10128,S2016-19625_6_1,1.0128
/data/jimmy15923/cg_kidney_seg/train/S2016-38399_6_4/image/S2016-38399_6_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-38399_6_4/mask/S2016-38399_6_4_mask.jpg,3603,S2016-38399_6_4,0.3603
/data/jimmy15923/cg_kidney_seg/train/S2016-27883_5_6/image/S2016-27883_5_6_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-27883_5_6/mask/S2016-27883_5_6_mask.jpg,2210,S2016-27883_5_6,0.221
/data/jimmy15923/cg_kidney_seg/train/S2016-36363_10_5/image/S2016-36363_10_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-36363_10_5/mask/S2016-36363_10_5_mask.jpg,2536,S2016-36363_10_5,0.2536
/data/jimmy15923/cg_kidney_seg/train/S2016-12812_3_1/image/S2016-12812_3_1_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-12812_3_1/mask/S2016-12812_3_1_mask.jpg,59805,S2016-12812_3_1,5.9805
/data/jimmy15923/cg_kidney_seg/train/S2016-13595_5_15/image/S2016-13595_5_15_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-13595_5_15/mask/S2016-13595_5_15_mask.jpg,1114,S2016-13595_5_15,0.1114
/data/jimmy15923/cg_kidney_seg/train/S2016-36363_10_6/image/S2016-36363_10_6_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-36363_10_6/mask/S2016-36363_10_6_mask.jpg,3597,S2016-36363_10_6,0.3597
/data/jimmy15923/cg_kidney_seg/train/S2016-11240_5_5/image/S2016-11240_5_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-11240_5_5/mask/S2016-11240_5_5_mask.jpg,21169,S2016-11240_5_5,2.1169
/data/jimmy15923/cg_kidney_seg/train/S2016-4354X_3_2/image/S2016-4354X_3_2_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-4354X_3_2/mask/S2016-4354X_3_2_mask.jpg,52072,S2016-4354X_3_2,5.2072
/data/jimmy15923/cg_kidney_seg/train/S2016-33151_3_7/image/S2016-33151_3_7_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-33151_3_7/mask/S2016-33151_3_7_mask.jpg,7603,S2016-33151_3_7,0.7603
/data/jimmy15923/cg_kidney_seg/train/S2016-20499_3_3/image/S2016-20499_3_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-20499_3_3/mask/S2016-20499_3_3_mask.jpg,36227,S2016-20499_3_3,3.6227
/data/jimmy15923/cg_kidney_seg/train/S2016-25390_3_4/image/S2016-25390_3_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-25390_3_4/mask/S2016-25390_3_4_mask.jpg,30880,S2016-25390_3_4,3.088
/data/jimmy15923/cg_kidney_seg/train/S2016-507_4_10/image/S2016-507_4_10_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-507_4_10/mask/S2016-507_4_10_mask.jpg,164,S2016-507_4_10,0.0164
/data/jimmy15923/cg_kidney_seg/train/S2016-26926_4_8/image/S2016-26926_4_8_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-26926_4_8/mask/S2016-26926_4_8_mask.jpg,72811,S2016-26926_4_8,7.2811
/data/jimmy15923/cg_kidney_seg/train/S2016-18471_5_8/image/S2016-18471_5_8_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-18471_5_8/mask/S2016-18471_5_8_mask.jpg,3493,S2016-18471_5_8,0.3493
/data/jimmy15923/cg_kidney_seg/train/S2016-38399_7_5/image/S2016-38399_7_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-38399_7_5/mask/S2016-38399_7_5_mask.jpg,17037,S2016-38399_7_5,1.7037
/data/jimmy15923/cg_kidney_seg/train/S2016-18472_3_2/image/S2016-18472_3_2_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-18472_3_2/mask/S2016-18472_3_2_mask.jpg,35028,S2016-18472_3_2,3.5028
/data/jimmy15923/cg_kidney_seg/train/S2016-33570_3_2/image/S2016-33570_3_2_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-33570_3_2/mask/S2016-33570_3_2_mask.jpg,129165,S2016-33570_3_2,12.9165
/data/jimmy15923/cg_kidney_seg/train/S2016-10162_6_5/image/S2016-10162_6_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-10162_6_5/mask/S2016-10162_6_5_mask.jpg,70484,S2016-10162_6_5,7.0484
/data/jimmy15923/cg_kidney_seg/train/S2016-2225_3_6/image/S2016-2225_3_6_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-2225_3_6/mask/S2016-2225_3_6_mask.jpg,17348,S2016-2225_3_6,1.7348
/data/jimmy15923/cg_kidney_seg/train/S2016-34761_6_2/image/S2016-34761_6_2_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-34761_6_2/mask/S2016-34761_6_2_mask.jpg,41415,S2016-34761_6_2,4.1415
/data/jimmy15923/cg_kidney_seg/train/S2016-13291_5_4/image/S2016-13291_5_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-13291_5_4/mask/S2016-13291_5_4_mask.jpg,36430,S2016-13291_5_4,3.643
/data/jimmy15923/cg_kidney_seg/train/S2016-38747_5_6/image/S2016-38747_5_6_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-38747_5_6/mask/S2016-38747_5_6_mask.jpg,24369,S2016-38747_5_6,2.4369
/data/jimmy15923/cg_kidney_seg/train/S2016-31955_1_3/image/S2016-31955_1_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-31955_1_3/mask/S2016-31955_1_3_mask.jpg,40693,S2016-31955_1_3,4.0693
/data/jimmy15923/cg_kidney_seg/train/S2016-725_6_4/image/S2016-725_6_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-725_6_4/mask/S2016-725_6_4_mask.jpg,56537,S2016-725_6_4,5.6537
/data/jimmy15923/cg_kidney_seg/train/S2016-40139_4_5/image/S2016-40139_4_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-40139_4_5/mask/S2016-40139_4_5_mask.jpg,23711,S2016-40139_4_5,2.3711
/data/jimmy15923/cg_kidney_seg/train/S2016-31954_3_4/image/S2016-31954_3_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-31954_3_4/mask/S2016-31954_3_4_mask.jpg,19283,S2016-31954_3_4,1.9283
/data/jimmy15923/cg_kidney_seg/train/S2016-22596_2_5/image/S2016-22596_2_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-22596_2_5/mask/S2016-22596_2_5_mask.jpg,44194,S2016-22596_2_5,4.4194
/data/jimmy15923/cg_kidney_seg/train/S2016-30313_5_8/image/S2016-30313_5_8_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-30313_5_8/mask/S2016-30313_5_8_mask.jpg,28673,S2016-30313_5_8,2.8673
/data/jimmy15923/cg_kidney_seg/train/S2016-26432_5_4/image/S2016-26432_5_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-26432_5_4/mask/S2016-26432_5_4_mask.jpg,13315,S2016-26432_5_4,1.3315
/data/jimmy15923/cg_kidney_seg/train/S2016-26532_3_5/image/S2016-26532_3_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-26532_3_5/mask/S2016-26532_3_5_mask.jpg,42699,S2016-26532_3_5,4.2699
/data/jimmy15923/cg_kidney_seg/train/S2016-25390_3_3/image/S2016-25390_3_3_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-25390_3_3/mask/S2016-25390_3_3_mask.jpg,192,S2016-25390_3_3,0.0192
/data/jimmy15923/cg_kidney_seg/train/S2016-11412_4_4/image/S2016-11412_4_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-11412_4_4/mask/S2016-11412_4_4_mask.jpg,29162,S2016-11412_4_4,2.9162
/data/jimmy15923/cg_kidney_seg/train/S2016-31954_6_4/image/S2016-31954_6_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-31954_6_4/mask/S2016-31954_6_4_mask.jpg,31453,S2016-31954_6_4,3.1453
/data/jimmy15923/cg_kidney_seg/train/S2016-12812_2_1/image/S2016-12812_2_1_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-12812_2_1/mask/S2016-12812_2_1_mask.jpg,11892,S2016-12812_2_1,1.1892
/data/jimmy15923/cg_kidney_seg/train/S2016-13595_5_5/image/S2016-13595_5_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-13595_5_5/mask/S2016-13595_5_5_mask.jpg,32806,S2016-13595_5_5,3.2806
/data/jimmy15923/cg_kidney_seg/train/S2016-38399_3_4/image/S2016-38399_3_4_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-38399_3_4/mask/S2016-38399_3_4_mask.jpg,10160,S2016-38399_3_4,1.016
/data/jimmy15923/cg_kidney_seg/train/S2016-27883_5_2/image/S2016-27883_5_2_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-27883_5_2/mask/S2016-27883_5_2_mask.jpg,46091,S2016-27883_5_2,4.6091
/data/jimmy15923/cg_kidney_seg/train/S2016-31954_7_5/image/S2016-31954_7_5_slide.jpg,/data/jimmy15923/cg_kidney_seg/train/S2016-31954_7_5/mask/S2016-31954_7_5_mask.jpg,31876,S2016-31954_7_5,3.1876
